Ledningskonstruktion;Säkerhetsklass;Områdestyp;Stolptyp;Stolpmaterial;Ledningsmaterial;Ledningsisolering;Tvärsnittsarea;Spänningsnivå;Imax;Kostnadskod;Kommentar;
PAS;B;Landsbygd svår mark;single;wood;AlloyAl;PE;241;52;542;R-NR-LL-2-10;;
PAS;none;Landsbygd svår mark;none;none;ACSR;PE;62;24;259;NG11032;;
PAS;A;Landsbygd;single;wood;ACSR;PE;99;12;348;NG11033;;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;157;24;395;NG11034;;
PAS;A;Landsbygd svår mark;single;wood;AlloyAl;PE;99;24;285;NG11033;;
PAS;none;Tätort;none;none;AlloyAl;PE;99;24;285;NG11033;;
PAS;none;Landsbygd svår mark;none;none;ACSR;PE;99;12;348;NG11033;;
PAS;none;Landsbygd;none;none;AlloyAl;PE;99;12;285;NG11033;;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;59;24;305;NG11032;;
PAS;B;Tätort;single;wood;AlloyAl;PE;59;24;305;NG11032;;
PAS;none;Landsbygd svår mark;none;none;AlloyAl;PE;241;52;542;R-NR-LL-2-10;;
PAS;B;Tätort;single;wood;AlloyAl;PE;157;24;395;NG11034;;
PAS;A;Landsbygd svår mark;portal;wood;AlloyAl;PE;99;24;285;NG11033;1047;
PAS;A;Landsbygd svår mark;single;wood;ACSR;PE;99;24;348;NG11033;1058;
PAS;A;Tätort;single;wood;ACSR;PE;99;24;348;NG11033;1058;
PAS;B;Tätort;single;none;ACSR;PE;62;24;259;NG11032;1057;
PAS;A;Tätort;portal;wood;AlloyAl;PE;59;24;305;NG11032;1046;
PAS;B;Tätort;single;none;ACSR;PE;99;24;348;NG11033;1058;
PAS;A;Landsbygd svår mark;single;wood;AlloyAl;PE;241;52;542;R-NR-LL-2-10;21022;
PAS;B;Landsbygd svår mark;single;none;AlloyAl;PE;241;24;560;NG11035;1068;
PAS;B;Landsbygd svår mark;single;none;ACSR;PE;99;12;348;NG11033;3058;
PAS;A;Landsbygd svår mark;portal;wood;AlloyAl;PE;59;12;305;NG11032;3046;
PAS;A;Landsbygd svår mark;single;wood;ACSR;PE;62;12;259;NG11032;3057;
PAS;A;Tätort;single;wood;ACSR;PE;99;12;348;NG11033;3058;
PAS;B;Landsbygd svår mark;single;none;ACSR;PE;99;24;348;NG11033;1058;
PAS;A;Tätort;portal;wood;ACSR;PE;62;24;259;NG11032;1057;
PAS;A;Landsbygd svår mark;single;wood;AlloyAl;PE;59;12;305;NG11032;3046;
PAS;B;Tätort;single;none;AlloyAl;PE;157;24;395;NG11034;1067;
PAS;A;Tätort;single;wood;AlloyAl;PE;99;24;285;NG11033;1047;
PAS;A;Tätort;single;wood;AlloyAl;PE;157;24;395;NG11034;1067;
PAS;B;Landsbygd svår mark;single;none;AlloyAl;PE;241;52;542;R-NR-LL-2-10;21022;
PAS;B;Tätort;single;none;AlloyAl;PE;241;24;560;NG11035;1068;
PAS;A;Landsbygd svår mark;portal;wood;ACSR;PE;99;24;348;NG11033;1058;
PAS;A;Landsbygd svår mark;single;wood;AlloyAl;PE;241;24;560;NG11035;1068;
PAS;B;Landsbygd svår mark;single;none;AlloyAl;PE;99;24;285;NG11033;1047;
PAS;A;Landsbygd svår mark;single;wood;AlloyAl;PE;157;24;395;NG11034;1067;
PAS;B;Tätort;single;none;AlloyAl;PE;99;24;285;NG11033;1047;
PAS;B;Landsbygd svår mark;single;none;AlloyAl;PE;59;12;305;NG11032;3046;
PAS;B;Landsbygd svår mark;single;none;ACSR;PE;62;24;259;NG11032;1057;
PAS;B;Tätort;single;none;ACSR;PE;99;12;348;NG11033;3058;
PAS;A;Landsbygd svår mark;portal;wood;ACSR;PE;99;12;348;NG11033;3058;
PAS;A;Landsbygd svår mark;portal;wood;ACSR;PE;62;24;259;NG11032;1057;
PAS;A;Landsbygd svår mark;portal;wood;AlloyAl;PE;59;24;305;NG11032;1046;
PAS;A;Tätort;single;wood;AlloyAl;PE;241;24;560;NG11035;1068;
PAS;A;Tätort;single;wood;ACSR;PE;62;24;259;NG11032;1057;
PAS;B;Landsbygd svår mark;single;none;AlloyAl;PE;157;24;395;NG11034;1067;
PAS;A;Tätort;portal;wood;ACSR;PE;99;12;348;NG11033;3058;
PAS;A;Landsbygd svår mark;single;wood;ACSR;PE;62;24;259;NG11032;1057;
PAS;A;Landsbygd;single;wood;AlloyAl;PE;99;12;285;NG11033;3047;
PAS;B;Landsbygd;single;none;ACSR;PE;99;24;348;NG11033;1058;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;99;12;285;NG11033;3047;
PAS;A;Landsbygd;portal;wood;ACSR;PE;99;24;348;NG11033;1058;
PAS;B;Landsbygd;single;none;AlloyAl;PE;241;24;560;NG11035;1068;
PAS;B;Landsbygd;single;none;AlloyAl;PE;157;24;395;NG11034;1049,1067;
PAS;A;Landsbygd;portal;wood;ACSR;PE;62;24;259;NG11032;1057;
PAS;B;Landsbygd;single;none;ACSR;PE;62;24;259;NG11032;1057;
PAS;B;Landsbygd;single;none;ACSR;PE;62;12;259;NG11032;3057;
PAS;B;Landsbygd;single;none;AlloyAl;PE;59;24;305;NG11032;1046;
PAS;B;Landsbygd;single;none;AlloyAl;PE;241;52;542;R-NR-LL-2-10;21022,21025;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;59;12;305;NG11032;3046;
PAS;B;Landsbygd svår mark;single;none;AlloyAl;PE;59;24;305;NG11032;1046;
PAS;B;Landsbygd;single;none;AlloyAl;PE;59;12;305;NG11032;3046;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;157;24;395;NG11034;1049,1067;
PAS;B;Landsbygd;single;none;AlloyAl;PE;99;24;285;NG11033;1047;
PAS;A;Landsbygd;single;wood;ACSR;PE;62;12;259;NG11032;3057;
PAS;A;Landsbygd;portal;wood;ACSR;PE;99;12;348;NG11033;3058;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;241;24;560;NG11035;1068;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;99;24;285;NG11033;1047;
PAS;B;Landsbygd svår mark;single;none;ACSR;PE;62;12;259;NG11032;3057;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;241;52;542;R-NR-LL-2-10;21022,21025;
PAS;B;Landsbygd;single;none;AlloyAl;PE;99;12;285;NG11033;3047;
PAS;A;Landsbygd;portal;wood;AlloyAl;PE;59;24;305;NG11032;1046;
PAS;A;Landsbygd svår mark;portal;wood;AlloyAl;PE;157;24;395;NG11034;1067;
PAS;B;Landsbygd;single;none;ACSR;PE;99;12;348;NG11033;3058;
undefined;none;Landsbygd;none;none;Cu;undef;35;0,4;0;NG12312;;
undefined;B;Landsbygd;single;wood;Cu;undef;35;0,4;0;NG12311;;
undefined;none;Landsbygd;none;none;Cu;undef;50;0,4;0;NG12313;;
undefined;B;Landsbygd;single;wood;Cu;undef;50;0,4;0;NG12313;;
undefined;none;Landsbygd svår mark;none;none;Cu;undef;35;0,4;0;NG12312;;
undefined;none;Tätort;none;none;Cu;undef;50;0,4;0;NG12313;;
undefined;none;Tätort;none;none;undef;undef;50;0,4;152;NG14514;1696;
undergcbl;none;Tätort;none;none;Cu;PVC;10;0,4;0;NG14531;;
undergcbl;B;Tätort;single;wood;Cu;PVC;10;0,4;0;NG14531;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;10;0,4;0;NG14631;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;10;0,4;0;NG14631;;
undergcbl;none;Tätort;none;none;Al;PVC;50;0,4;0;NG14533;;
undergcbl;none;Landsbygd;none;none;Al;PVC;50;0,4;0;NG14633;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;10;0,4;0;NG14631;;
undergcbl;none;Landsbygd;none;none;Al;PVC;95;0,4;0;NG14634;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;50;0,4;0;NG14633;;
undergcbl;none;Tätort;none;none;Al;PVC;150;0,4;0;NG14535;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;6;0,4;0;NG12311;;
undergcbl;none;Landsbygd;none;none;Cu;paper;10;0,4;0;NG14631;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;16;0,4;0;NG14632;;
undergcbl;none;Tätort;none;none;Cu;PVC;6;0,4;0;NG14631;;
undergcbl;none;Landsbygd;none;none;Cu;PE;10;0,4;0;NG14631;;
undergcbl;none;Tätort;none;none;Al;PVC;70;0,4;0;NG14534;;
undergcbl;none;Tätort;none;none;Al;PVC;240;0,4;0;NG14536;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;95;0,4;0;NG14635;;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;0,4;0;NG14636;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;10;0,4;0;NG14631;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;0,4;0;NG14634;;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;0,4;0;NG14634;;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;0,4;0;NG14633;;
undergcbl;none;Tätort;none;none;Al;PVC;95;0,4;0;NG14534;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;16;0,4;0;NG14632;;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;0,4;0;NG14635;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;240;0,4;0;NG14736;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;240;0,4;0;NG14736;;
undergcbl;none;Landsbygd;none;none;Al;PVC;240;0,4;0;NG14636;;
undergcbl;none;Landsbygd;none;none;Al;PVC;150;0,4;0;NG14635;;
undergcbl;none;Landsbygd;none;none;Al;PVC;70;0,4;0;NG14634;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;2;0,4;0;NG14631;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;70;0,4;0;NG14634;;
undergcbl;none;Tätort;none;none;Al;PVC;120;0,4;0;NG14535;;
undergcbl;none;Tätort;none;none;Al;PEX;240;0,4;0;NG14536;;
undergcbl;none;Tätort;none;none;Al;PEX;150;0,4;0;NG14535;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;150;0,4;0;NG14636;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;0,4;0;NG14633;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;35;0,4;0;NG14633;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;35;0,4;0;NG14633;;
undergcbl;B;Tätort;single;wood;Cu;PVC;16;0,4;0;NG14532;;
undergcbl;B;Tätort;single;wood;Al;PVC;50;0,4;0;NG14533;;
undergcbl;none;Tätort;none;none;Cu;PVC;25;0,4;0;NG14533;;
undergcbl;none;Tätort;none;none;Cu;PVC;16;0,4;0;NG14532;;
undergcbl;none;Tätort;none;none;Cu;PVC;70;0,4;0;NG14534;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;50;0,4;0;NG14634;;
undergcbl;none;Tätort;none;none;Al;PEX;95;0,4;0;NG14534;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;120;0,4;0;NG14636;;
undergcbl;none;Tätort;none;none;Cu;PVC;35;0,4;0;NG14533;;
undergcbl;none;Tätort;none;none;Al;PEX;50;0,4;0;NG14533;;
undergcbl;none;Tätort;none;none;Cu;PVC;95;0,4;0;NG14535;;
undergcbl;B;Tätort;single;wood;Al;PVC;95;0,4;0;NG14534;;
undergcbl;none;Tätort;none;none;Cu;PEX;10;0,4;0;NG14531;;
undergcbl;B;Tätort;single;wood;Cu;PEX;10;0,4;0;NG14531;;
undergcbl;B;Tätort;single;wood;Al;PEX;50;0,4;0;NG14533;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;25;0,4;0;NG14633;;
undergcbl;none;Tätort;none;none;Cu;PEX;50;0,4;0;NG14534;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;50;0,4;0;NG14634;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;0,4;0;NG14636;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;240;0,4;0;NG14636;;
undergcbl;none;Tätort;none;none;Cu;PVC;2;0,4;0;NG14531;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;6;0,4;0;NG14631;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;50;0,4;0;NG14634;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;95;0,4;0;NG14634;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;10;0,4;0;NG14731;;
undergcbl;B;Landsbygd;single;wood;Cu;PE;10;0,4;0;NG14631;;
undergcbl;B;Landsbygd;single;wood;Cu;paper;10;0,4;0;NG14631;;
undergcbl;none;Tätort;none;none;Cu;PEX;16;0,4;0;NG14532;;
undergcbl;none;Tätort;none;none;Cu;PE;10;0,4;0;NG14531;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;70;0,4;0;NG14634;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;70;0,4;0;NG14634;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;16;0,4;0;NG14632;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;16;0,4;0;NG14632;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;16;0,4;0;NG14732;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;0,4;0;NG14735;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;10;0,4;0;NG14731;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PEX;10;0,4;0;NG14731;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;0,4;0;NG14734;;
undergcbl;none;Landsbygd;none;none;Cu;paper;35;0,4;0;NG14633;;
undergcbl;B;Landsbygd;single;wood;Cu;paper;35;0,4;0;NG14633;;
undergcbl;none;Tätort;none;none;Cu;PEX;150;0,4;0;NG14536;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;95;0,4;0;NG14635;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;0,4;0;NG14635;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;50;0,4;0;NG14734;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;50;0,4;0;NG14734;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;10;0,4;0;NG14731;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;150;0,4;0;NG14735;;
undergcbl;none;Tätort;none;none;Cu;PVC;50;0,4;0;NG14534;;
undergcbl;B;Tätort;single;wood;Cu;PVC;50;0,4;0;NG14534;;
undergcbl;none;Tätort;none;none;Cu;paper;6;0,4;0;NG14531;;
undergcbl;none;Tätort;none;none;Cu;paper;10;0,4;0;NG14531;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;paper;10;0,4;0;NG14731;;
undergcbl;B;Tätort;single;wood;Al;PEX;95;0,4;0;NG14534;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;0,4;0;NG14733;;
undergcbl;none;Landsbygd;none;none;Cu;paper;25;0,4;0;NG14633;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;95;0,4;0;NG14734;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;50;0,4;0;NG14733;;
undergcbl;none;Tätort;none;none;Cu;paper;16;0,4;0;NG14532;;
undergcbl;none;Tätort;none;none;Cu;paper;35;0,4;0;NG14533;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PVC;50;0,4;0;NG14733;;
undergcbl;none;Tätort;none;none;Al;PEX;50;24;170;NG14511;;
undergcbl;B;Tätort;single;wood;Al;PEX;50;24;170;NG14511;;
undergcbl;none;Landsbygd;none;none;Cu;undef;50;0;130;NG14613;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;10;24;96;NG14612;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;24;400;NG14616;;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;24;400;NG14616;;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;24;170;NG14613;;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;24;360;NG14615;;
undergcbl;none;Tätort;none;none;Al;PEX;150;24;360;NG14513;;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;24;185;NG14613;;
undergcbl;none;Tätort;none;none;Al;PEX;50;24;145;NG14511;;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;24;145;NG14613;;
undergcbl;none;Tätort;none;none;Al;PEX;150;12;310;NG14523;;
undergcbl;none;Tätort;none;none;Al;paper;240;12;345;NG14524;;
undergcbl;none;Tätort;none;none;Al;paper;70;12;170;NG14522;;
undergcbl;none;Tätort;none;none;Al;PEX;70;12;205;NG14522;;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;12;310;NG14625;;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;24;280;NG14614;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;24;145;NG14713;;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;12;185;NG14623;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;12;185;NG14623;;
undergcbl;none;Tätort;none;none;Al;PVC;25;0,4;0;NG14532;;
undergcbl;none;Tätort;none;none;Al;PVC;185;0,4;0;NG14536;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;25;0,4;0;NG14633;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;50;0,4;0;NG14634;;
undergcbl;none;Tätort;none;none;Al;PVC;300;0,4;0;NG14536;;
undergcbl;none;Landsbygd;none;none;Cu;paper;16;0,4;0;NG14632;;
undergcbl;B;Landsbygd;single;wood;Al;PVC;150;0,4;0;NG14635;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;6;0,4;0;NG14731;;
undergcbl;B;Tätort;single;wood;Cu;PVC;6;0,4;0;NG14531;;
undergcbl;none;Tätort;none;none;Cu;paper;25;0,4;0;NG14533;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;16;0,4;0;NG14732;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PVC;25;0,4;0;NG14733;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PE;10;0,4;0;NG14731;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;95;0,4;0;NG14635;;
undergcbl;none;Tätort;none;none;Cu;PEX;95;0,4;0;NG14535;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;2;0,4;0;NG14631;;
undergcbl;none;Tätort;none;none;Al;PEX;95;24;280;NG14512;;
undergcbl;none;Tätort;none;none;Cu;paper;25;24;120;NG14511;;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;24;240;NG14614;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;24;240;NG14614;;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;12;170;NG14623;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;12;310;NG14725;;
undergcbl;none;Tätort;none;none;Al;PEX;95;24;240;NG14512;;
undergcbl;none;Landsbygd;none;none;Cu;paper;25;24;120;NG14613;;
undergcbl;B;Tätort;single;wood;Al;PEX;35;24;130;NG14511;;
undergcbl;none;Tätort;none;none;Al;PEX;35;24;130;NG14511;;
undergcbl;none;Tätort;none;none;Al;PEX;95;12;240;NG14522;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;12;170;NG14723;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;12;400;NG14626;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;24;280;NG14614;;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;24;310;NG14615;;
undergcbl;none;Landsbygd;none;none;Cu;PEX;10;24;100;NG14612;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;50;12;170;NG14723;;
undergcbl;none;Tätort;none;none;Al;PEX;240;24;400;NG14514;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;24;185;NG14613;;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;24;145;NG14614;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;52;0;R-NR-JK-2-13;;
undergcbl;B;Tätort;single;wood;Cu;PVC;70;0,4;0;NG14534;;
undergcbl;B;Tätort;single;wood;Cu;paper;35;0,4;0;NG14533;;
undergcbl;none;Landsbygd;none;none;Cu;paper;6;0,4;0;NG14631;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;50;0,4;0;NG14733;;
undergcbl;none;Tätort;none;none;Al;PEX;240;12;400;NG14524;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;12;170;NG14623;;
undergcbl;none;Landsbygd;none;none;Al;PEX;35;24;130;NG14613;;
undergcbl;none;Tätort;none;none;Al;PEX;35;12;130;NG14521;;
undergcbl;none;Tätort;none;none;Cu;paper;25;12;120;NG14521;;
undergcbl;B;Tätort;single;wood;Al;PEX;150;12;310;NG14523;;
undergcbl;none;Tätort;none;none;Al;PEX;50;12;170;NG14521;;
undergcbl;none;Landsbygd;none;none;Al;PEX;35;12;130;NG14623;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;35;12;130;NG14623;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;24;170;NG14613;;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;12;400;NG14626;;
undergcbl;none;Tätort;none;none;Al;PEX;120;12;270;NG14523;;
undergcbl;none;Tätort;none;none;Cu;PEX;35;24;175;NG14511;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;24;145;NG14613;;
undergcbl;none;Tätort;none;none;Al;PEX;95;24;145;NG14512;;
undergcbl;none;Landsbygd;none;none;Al;PEX;70;24;205;NG14614;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;12;240;NG14624;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;240;0,4;0;NG14636;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;50;0,4;0;NG14633;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;50;0,4;0;NG14633;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;150;0,4;0;NG14635;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;240;0,4;0;NG14636;;
undergcbl;A;Landsbygd;single;wood;Cu;PVC;10;0,4;0;NG14631;;
undergcbl;A;Landsbygd;single;wood;Cu;PVC;16;0,4;0;NG14632;;
undergcbl;A;Landsbygd;single;wood;Cu;paper;10;0,4;0;NG14631;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;95;0,4;0;NG14634;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;10;0,4;0;NG14631;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;95;0,4;0;NG14634;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;50;24;170;NG14613;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;150;24;360;NG14615;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;50;24;145;NG14613;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;120;12;270;NG14625;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;50;24;185;NG14613;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;150;12;310;NG14625;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;35;24;130;NG14613;;
undergcbl;A;Tätort;single;wood;Al;PEX;35;24;130;NG14511;;
undergcbl;A;Landsbygd svår mark;single;wood;Al;PEX;150;12;310;NG14725;;
undergcbl;A;Landsbygd;single;wood;Cu;PEX;50;0,4;0;NG14634;;
undergcbl;A;Landsbygd svår mark;single;wood;Al;PEX;95;0,4;0;NG14734;;
undergcbl;none;Tätort;none;none;Cu;paper;50;0,4;0;NG14534;;
undergcbl;none;Tätort;none;none;Cu;paper;95;0,4;0;NG14535;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PVC;95;0,4;0;NG14734;;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;12;240;NG14624;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;10;24;96;NG14612;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;24;360;NG14615;;
undergcbl;B;Tätort;single;wood;Al;PEX;120;12;270;NG14523;;
undergcbl;none;Tätort;none;none;Al;PEX;95;12;280;NG14522;;
undergcbl;none;Landsbygd;none;none;Al;PVC;120;0,4;0;NG14635;;
undergcbl;none;Landsbygd;none;none;Al;PVC;185;0,4;0;NG14636;;
undergcbl;B;Tätort;single;wood;Cu;paper;16;0,4;0;NG14532;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;50;0,4;0;NG14734;;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PE;10;0,4;0;NG14731;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;0;0,4;0;NG14631;;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;12;280;NG14624;;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;12;280;NG14624;;
undergcbl;none;Tätort;none;none;Cu;PEX;25;12;145;NG14521;;
undergcbl;none;Tätort;none;none;Al;PEX;50;24;185;NG14511;;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;24;465;NG14616;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;24;280;NG14714;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;300;52;525;R-NR-JK-2-24;;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;52;0;R-NR-JK-2-13;;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;95;0,4;0;NG14635;;
undergcbl;none;Landsbygd;none;none;Cu;paper;50;0,4;0;NG14634;;
undergcbl;B;Tätort;single;wood;Cu;PVC;25;0,4;0;NG14533;;
undergcbl;B;Tätort;single;wood;Cu;paper;10;0,4;0;NG14531;;
undergcbl;none;Landsbygd;none;none;Cu;paper;70;0,4;0;NG14634;;
undergcbl;none;Tätort;none;none;Al;PEX;70;24;205;NG14512;;
undergcbl;B;Tätort;single;wood;Al;PEX;95;12;280;NG14522;;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;50;24;145;NG14713;;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;24;340;NG14616;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;50;12;170;NG14623;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;95;12;240;NG14624;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;150;0,4;0;NG14635;;
undergcbl;A;Landsbygd svår mark;single;wood;Al;PVC;240;0,4;0;NG14736;;
undergcbl;A;Landsbygd svår mark;single;wood;Al;PVC;95;0,4;0;NG14734;;
undergcbl;A;Landsbygd;single;wood;Al;PEX;35;12;130;NG14623;;
undergcbl;A;Landsbygd;single;wood;Al;PVC;35;12;110;NG14623;;
undergcbl;A;Tätort;single;wood;Al;PEX;120;12;270;NG14523;;
undergcbl;A;Landsbygd svår mark;single;wood;Cu;PEX;10;0,4;0;NG14731;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;95;0,4;0;NG14734;;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;150;0,4;0;NG14636;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;240;0,4;0;NG14636;;
undergcbl;B;Landsbygd;single;wood;Cu;paper;16;0,4;0;NG14632;;
undergcbl;none;Landsbygd;none;none;Cu;PVC;150;0,4;0;NG14636;;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;70;0,4;0;NG14734;;
undergcbl;B;Tätort;single;wood;Al;PVC;70;0,4;0;NG14534;;
undergcbl;B;Tätort;single;wood;Cu;PVC;35;0,4;0;NG14533;;
undergcbl;none;Tätort;none;none;Cu;PVC;4;0,4;0;NG14531;;
undergcbl;B;Tätort;single;wood;Cu;PE;10;0,4;0;NG14531;;
undergcbl;none;Landsbygd svår mark;none;none;Cu;paper;16;0,4;0;NG14732;;
undergcbl;none;Tätort;none;none;Cu;PVC;185;0,4;0;NG14536;;
