Ledningskonstruktion;Säkerhetsklass;Områdestyp;Stolptyp;Stolpmaterial;Ledningsmaterial;Ledningsisolering;Tvärsnittsarea;Spänningsnivå;Imax;Kostnadskod;Kommentar;
overh;A;Tätort;single;wood;ACSR;undef;157;24;395;NG11014;1040;
undergcbl;none;Tätort;none;none;Al;PEX;150;1;0;NG14523;3204;
undergcbl;none;Tätort;none;none;Al;PEX;240;2;490;NG14514;1700;
overh;A;Landsbygd;single;wood;AlloyAl;undef;157;24;395;NG11014;1062;
undergcbl;none;Landsbygd;none;none;Al;paper;70;12;170;NG14623;3502;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;2;170;NG14613;1730;
undergcbl;none;Landsbygd;none;none;Al;PEX;70;12;205;NG14623;3544;
overh;A;Landsbygd;single;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;4;0;R-NR-JK-3-8;21511;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;2;490;NG14616;1700;
overh;A;Landsbygd;single;wood;Cu;undef;16;0,4;120;NG12311;1132;
undergcbl;none;Tätort;none;none;Al;PVC;50;12;130;NG14521;3513;
overh;A;Landsbygd svår mark;single;wood;ACSR;undef;19;12;95;NG11012;3033;
aercbl;B;Landsbygd;single;none;Cu;PVC;6;0,4;33;NG12311;1113;
undergcbl;none;Landsbygd;none;none;Al;PE;95;2;240;NG14614;1727;
overh;A;Tätort;portal;wood;Cu;undef;25;24;165;NG11012;1028;
undergcbl;none;Tätort;none;none;Al;PEX;95;1;0;NG14522;3205;
aercbl;A;Landsbygd;portal;wood;Al;PEX;50;24;160;NG12102;1013;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;240;4;0;R-NR-JK-3-15;21511;
aercbl;B;Landsbygd svår mark;single;none;Al;PVC;16;0,4;65;NG12311;1101;
overh;B;Landsbygd svår mark;single;none;AlloyAl;undef;329;52;620;;21015;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;24;490;NG14616;1696;
undergcbl;none;Tätort;none;none;AlloyAl;PEX;240;2;490;NG14514;1774;
overh;B;Landsbygd;single;none;AlloyAl;undef;157;24;395;NG11014;1062;
undergcbl;none;Landsbygd;none;none;AlloyAl;PEX;50;0;170;NG14613;1741,1771;
aercbl;B;Landsbygd;single;none;Al;PVC;10;0,4;46;NG12311;1100;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;0;190;NG14616;1724;
undergcbl;none;Landsbygd svår mark;none;none;Al;PVC;185;0,4;330;NG14735;1617;
overh;B;Tätort;single;none;ACSR;undef;31;12;130;NG10912;3035;
overh;B;Landsbygd svår mark;single;none;ACSR;undef;25;24;100;NG11012;1025;
undergcbl;none;Landsbygd;none;none;Al;PVC;50;12;130;NG14623;3513;
undergcbl;none;Landsbygd;none;none;AlloyAl;PEX;240;2;490;NG14616;1774;
overh;B;Tätort;single;none;AlloyAl;undef;234;52;370;;21007;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;500;24;755;L-NR-KL-4-2;1550;
aercbl;B;Landsbygd;single;none;Cu;PEX;10;24;100;NG12101;1175;
undergcbl;none;Tätort;none;none;Al;PEX;400;2;510;L-NR-KT-2-4;1710;
PAS;B;Tätort;single;none;AlloyAl;PE;59;24;305;NG11032;1046;
overh;B;Landsbygd;single;none;ACSR;undef;99;12;330;NG10913;3121,3122;
undergcbl;none;Landsbygd;none;none;Al;PEX;16;0,4;0;NG14632;3691;
aercbl;B;Landsbygd svår mark;single;none;Al;PVC;35;0,4;105;NG14733;1103;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;1;300;NG14624;1732;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;1;320;NG14624;3205;
aercbl;B;Landsbygd;single;none;Al;PEX;95;24;230;NG12103;1003;
undefined;none;Landsbygd;none;none;undef;undef;6;0,4;35;;1180;under 100m
undergcbl;none;Landsbygd;none;none;AlloyAl;PEX;50;24;100;NG14613;1089;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;0,4;152;NG14634;3700;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;2;240;NG14714;1772;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;1;300;NG14724;1732;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;25;0,4;118;NG14732;3701;
undergcbl;none;Tätort;none;none;Al;PEX;95;1;320;NG14522;3205;
overh;B;Landsbygd;single;none;ACSR;undef;25;24;100;NG11012;1025;
undergcbl;none;Landsbygd svår mark;none;none;AlloyAl;PEX;50;0;170;NG14713;1741;
undergcbl;none;Tätort;none;none;Al;PEX;500;5;570;R-NR-JK-6-1;21514;
undefined;none;Tätort;none;none;undef;undef;16;0,4;0;;1182;under 100m
undergcbl;none;Tätort;none;none;Al;PEX;150;1;500;NG14523;3204;
undergcbl;none;Tätort;none;none;Al;PEX;50;1;170;NG14521;3206;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;0;330;NG14615;1723;
undergcbl;none;Tätort;none;none;Al;PEX;240;24;490;NG14514;1696;
undergcbl;none;Tätort;none;none;AlloyAl;PEX;50;0;170;NG14513;1771;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;0;300;NG14614;1762;
overh;B;Tätort;single;none;Cu;undef;16;24;145;NG11012;1027;
overh;B;Tätort;single;none;ACSR;undef;99;12;330;NG10913;3121;
undefined;none;Landsbygd;none;none;Cu;undef;300;0,4;0;;1198;under 100m
undergcbl;none;Landsbygd;none;none;Al;PEX;150;1;500;NG14625;3204;
overh;B;Landsbygd;single;none;AlloyAl;undef;329;52;620;R-NR-LL-2-4;21015;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;1;170;NG14623;3206;
overh;B;Landsbygd;single;none;AlloyAl;undef;329;52;755;R-NR-LL-2-4;21014;
undergcbl;none;Tätort;none;none;Al;PEX;95;0;300;NG14514;1762;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;0;12;96;NG14622;3500;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;0;0,4;1000;NG14631;3499;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;2;0,4;16;NG14631;1636;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;6;0,4;57;NG14631;1640,1643,;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;6;0,4;57;NG14731;1640;
undergcbl;B;Landsbygd;single;wood;Cu;paper;6;0,4;50;NG14631;1647;
undergcbl;B;Tätort;single;wood;Cu;PVC;6;0,4;57;NG14531;1640;
undergcbl;B;Landsbygd;single;wood;Cu;paper;6;0,4;63;NG14631;1631;
overh;none;Landsbygd;none;none;Cu;undef;6;0,4;60;NG12311;1125;
aercbl;B;Landsbygd;single;wood;Cu;PVC;6;0,4;33;NG12311;1113;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PEX;10;24;96;NG14712;1500;
undergcbl;B;Tätort;single;wood;Cu;PEX;10;24;96;NG14511;1500;
aercbl;B;Landsbygd;single;wood;Cu;PEX;10;24;100;NG12101;1175;
aercbl;B;Tätort;single;wood;Cu;PEX;10;24;96;NG12101;1001;
overh;B;Landsbygd;single;wood;Cu;undef;10;0,4;90;NG12311;1127;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;10;0,4;77;NG14631;1641,1662,;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PEX;10;0,4;77;NG14731;3692,1695,;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;10;0,4;77;NG14631;3692,1695,3693,;
undergcbl;B;Tätort;single;wood;Cu;PEX;10;0,4;77;NG14531;3692,1695,;
overh;none;Landsbygd;none;none;Cu;undef;10;0,4;90;NG12311;1128,1127,;
undergcbl;B;Landsbygd;single;wood;Cu;PE;10;0,4;77;NG14631;1698;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;10;0,4;77;NG14731;1641;
undergcbl;B;Landsbygd;single;wood;Cu;paper;10;0,4;86;NG14631;1632,1648,;
aercbl;none;Landsbygd;none;none;Cu;PVC;10;0,4;60;NG12311;1114;
undergcbl;B;Tätort;single;wood;Cu;PE;10;0,4;77;NG14531;1698;
undergcbl;B;Tätort;single;wood;Cu;PVC;10;0,4;77;NG14531;1641,1662,;
aercbl;B;Landsbygd svår mark;single;wood;Cu;PVC;10;0,4;60;NG12311;1114;
overh;none;Landsbygd svår mark;none;none;Cu;undef;10;0,4;90;NG12311;1128;
undergcbl;B;Tätort;single;wood;Cu;paper;10;0,4;86;NG14531;1632,1648,;
overh;B;Tätort;single;wood;Cu;undef;10;0,4;90;NG12311;1127;
aercbl;B;Landsbygd;single;wood;Cu;PVC;10;0,4;60;NG12311;1114;
aercbl;B;Tätort;single;wood;Cu;PVC;10;0,4;60;NG12311;1114;
aercbl;B;Tätort;single;wood;Cu;PVC;10;0,4;77;NG12311;1118;
overh;B;Landsbygd svår mark;single;wood;Cu;undef;10;0,4;90;NG12311;1127;
overh;none;Tätort;none;none;Cu;undef;10;0,4;90;NG12311;1127;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;paper;10;0,4;86;NG14731;1648,1632,;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PE;10;0,4;77;NG14731;1698;
aercbl;B;Landsbygd;single;wood;Al;PVC;10;0,4;46;NG12311;1100;
overh;B;Tätort;single;wood;Cu;undef;16;24;145;NG11012;1027;
overh;B;Landsbygd;single;wood;Cu;undef;16;24;145;NG11012;1027;
undergcbl;B;Tätort;single;wood;Cu;PVC;16;0,4;100;NG14532;1663;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;16;0,4;100;NG14632;1663;
undergcbl;B;Landsbygd;single;wood;Cu;PEX;16;0,4;100;NG14632;3695,3694,1697,;
overh;B;Landsbygd;single;wood;Cu;undef;16;0,4;120;NG12311;1132;
aercbl;B;Landsbygd;single;wood;Al;PVC;16;0,4;65;NG12311;1101;
overh;B;Landsbygd svår mark;single;wood;Cu;undef;16;0,4;120;NG12311;1132;
overh;none;Landsbygd;none;none;Cu;undef;16;0,4;120;NG12311;1132;
overh;B;Landsbygd;single;wood;Cu;undef;16;0,4;90;NG12311;1131;
undergcbl;B;Landsbygd;single;wood;Cu;paper;16;0,4;115;NG14632;1649,1633,;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;16;0,4;100;NG14732;1663,1642,;
overh;none;Landsbygd;none;none;Cu;undef;16;0,4;90;NG12311;1131;
overh;B;Tätort;single;wood;Cu;undef;16;0,4;120;NG12311;1132;
undergcbl;B;Tätort;single;wood;Cu;paper;16;0,4;115;NG14532;1649;
aercbl;none;Landsbygd;none;none;Al;PVC;16;0,4;65;NG12311;1101;
overh;B;Tätort;single;wood;Cu;undef;16;0,4;90;NG12311;1131;
undergcbl;B;Landsbygd;single;wood;Cu;PE;16;0,4;100;NG14632;1699;
undergcbl;B;Tätort;single;wood;Cu;PEX;16;0,4;100;NG14532;1697;
aercbl;B;Landsbygd svår mark;single;wood;Al;PVC;16;0,4;65;NG12311;1101;
overh;B;Landsbygd;single;wood;ACSR;undef;19;24;95;NG11012;1033;
undefined;B;Landsbygd;single;wood;AlloyAl;undef;19;0,4;100;NG12311;1143;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;25;12;115;NG14622;3581;
overh;B;Landsbygd svår mark;single;wood;Cu;undef;25;24;165;NG11012;1028;
overh;none;Landsbygd svår mark;none;none;ACSR;undef;25;24;100;NG11012;1025;
undergcbl;B;Landsbygd;single;wood;Al;PEX;25;24;96;NG14612;1509;
undergcbl;B;Tätort;single;wood;Al;PEX;25;12;115;NG14521;3541;
overh;B;Landsbygd;single;wood;ACSR;undef;25;24;100;NG11012;1025;
overh;B;Tätort;single;wood;Cu;undef;25;24;165;NG11012;1028;
aercbl;B;Landsbygd;single;wood;Al;PE;25;0,4;95;NG12311;1106;
undergcbl;B;Landsbygd;single;wood;Al;PEX;25;0,4;118;NG14632;3701;
aercbl;B;Landsbygd svår mark;single;wood;Al;PE;25;0,4;95;NG12311;1106;
undergcbl;B;Tätort;single;wood;Cu;PVC;25;0,4;130;NG14532;1664;
overh;none;Tätort;none;none;Cu;undef;25;0,4;165;NG12311;1137;
aercbl;B;Tätort;single;wood;Al;PVC;25;0,4;85;NG12311;1102;
aercbl;none;Tätort;none;none;Al;PVC;25;0,4;85;NG12311;1102;
aercbl;none;Landsbygd;none;none;Al;PE;25;0,4;95;NG12311;1106;
aercbl;B;Tätort;single;wood;Al;PE;25;0,4;95;NG12311;1106;
aercbl;B;Landsbygd;single;wood;Al;PVC;25;0,4;85;NG12311;1102;
overh;B;Landsbygd;single;wood;Cu;undef;25;0,4;165;NG12311;1135,1137,;
aercbl;none;Tätort;none;none;Al;PE;25;0,4;95;NG12311;1106;
aercbl;none;Landsbygd svår mark;none;none;Al;PE;25;0,4;95;NG12311;1106;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;25;0,4;130;NG14632;1664,1665,;
undergcbl;B;Landsbygd;single;wood;Al;PVC;25;0,4;100;NG14632;1601;
aercbl;none;Landsbygd;none;none;Al;PVC;25;0,4;85;NG12311;1102;
aercbl;B;Landsbygd;single;wood;Cu;PVC;25;0,4;130;NG12311;1121;
aercbl;none;Landsbygd;none;none;Cu;PVC;25;0,4;130;NG12311;1121;
undergcbl;B;Landsbygd;single;wood;Cu;paper;25;0,4;145;NG14632;1634;
aercbl;B;Landsbygd svår mark;single;wood;Al;PVC;25;0,4;85;NG12311;1102;
overh;none;Landsbygd;none;none;Cu;undef;25;0,4;165;NG12311;1135;
overh;B;Tätort;single;wood;Cu;undef;25;0,4;165;NG12311;1137,1135,;
aercbl;none;Landsbygd svår mark;none;none;Al;PVC;25;0,4;85;NG12311;1102;
other;B;Landsbygd;single;wood;Cu;undef;25;0,4;999;;1161;
undergcbl;B;Tätort;single;wood;Al;PEX;25;0,4;118;NG14532;3701;
overh;B;Tätort;single;wood;ACSR;undef;31;24;130;NG11012;1035;
overh;B;Tätort;single;wood;ACSR;undef;31;24;115;NG11012;1070;
overh;B;Landsbygd;single;wood;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;none;Landsbygd;none;none;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;31;0,4;125;NG12311;1145;
undergcbl;B;Landsbygd;single;wood;Cu;undef;35;0;110;;1512;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;35;24;130;NG14712;1542;
undergcbl;B;Tätort;single;wood;Cu;PEX;35;24;175;NG14511;1592;
undergcbl;B;Landsbygd;single;wood;Al;PVC;35;12;110;NG14622;3512;
aercbl;B;Tätort;single;wood;Al;PVC;35;0,4;105;NG12311;1103;
aercbl;none;Tätort;none;none;Al;PVC;35;0,4;105;NG12311;1103;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;35;0,4;160;NG14633;1666,1667,;
aercbl;B;Landsbygd;single;wood;Al;PVC;35;0,4;105;NG12311;1103;
undergcbl;B;Landsbygd;single;wood;Cu;paper;35;0,4;175;NG14633;1651;
aercbl;none;Landsbygd;none;none;Al;PVC;35;0,4;105;NG12311;1103;
overh;B;Landsbygd;single;wood;Cu;undef;35;0,4;200;NG12311;1138;
overh;none;Landsbygd;none;none;Cu;undef;35;0,4;200;NG12311;1138;
undergcbl;B;Tätort;single;wood;Cu;PVC;35;0,4;160;NG14533;1667,1666,;
undergcbl;none;Tätort;none;none;Cu;PVC;35;0,4;220;NG14533;1160;
undergcbl;B;Tätort;single;wood;Cu;paper;35;0,4;175;NG14533;1652;
aercbl;B;Landsbygd svår mark;single;wood;Al;PVC;35;0,4;105;NG12311;1103;
overh;B;Landsbygd;single;wood;AlloyAl;undef;49;24;180;NG11012;1051;
overh;B;Landsbygd;single;wood;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;none;Landsbygd;none;none;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;B;Landsbygd;single;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;none;Landsbygd;none;none;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;B;Tätort;single;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;49;0,4;200;NG12312;1147;
undergcbl;B;Landsbygd;single;wood;AlloyAl;PEX;50;0;170;NG14615;1771,1741,;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;2;170;NG14613;1730;
undergcbl;B;Landsbygd;single;wood;Cu;undef;50;0;130;;1513;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;1;170;NG14623;3206;
undergcbl;B;Tätort;single;wood;Al;PEX;50;24;185;NG14511;1516,1530,;
undergcbl;B;Tätort;single;wood;Al;PEX;50;1;170;NG14521;3206;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;12;145;NG14623;3074;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;50;24;165;NG14613;1583;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;50;24;170;NG14713;1543;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;0,4;152;NG14633;3696,1691,;
aercbl;B;Tätort;single;wood;Al;PE;50;0,4;140;NG12312;1107;
aercbl;none;Tätort;none;none;Al;PE;50;0,4;140;NG12312;1107;
aercbl;B;Landsbygd;single;wood;Al;PE;50;0,4;140;NG12312;1107;
aercbl;none;Landsbygd;none;none;Al;PE;50;0,4;140;NG12312;1107;
aercbl;B;Landsbygd svår mark;single;wood;Al;PE;50;0,4;140;NG12312;1107;
aercbl;B;Landsbygd;single;wood;Al;PVC;50;0,4;125;NG12312;1104;
undergcbl;B;Landsbygd;single;wood;Al;PVC;50;0,4;152;NG14633;1604,1603,1605,;
aercbl;none;Landsbygd;none;none;Al;PVC;50;0,4;125;NG12312;1104;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;50;0,4;152;NG14733;1691,3696,;
aercbl;none;Landsbygd svår mark;none;none;Al;PE;50;0,4;140;NG12312;1107;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;50;0,4;190;NG14633;1668,1669,;
undergcbl;B;Tätort;single;wood;Cu;PVC;50;0,4;190;NG14533;1669,1668,;
undergcbl;B;Tätort;single;wood;Al;PEX;50;0,4;152;NG14533;1691,3696,;
undergcbl;B;Tätort;single;wood;Al;PVC;50;0,4;152;NG14533;1604,1603,1605,;
undergcbl;B;Landsbygd;single;wood;Al;PEX;50;0,4;150;NG14633;1625;
aercbl;none;Tätort;none;none;Al;PVC;50;0,4;125;NG12312;1104;
aercbl;B;Landsbygd svår mark;single;wood;Al;PVC;50;0,4;125;NG12312;1104;
undefined;B;Landsbygd;single;wood;others;undef;50;0,4;999;;1164;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PVC;50;0,4;152;NG14733;1604,1603,;
aercbl;B;Tätort;single;wood;Al;PVC;50;0,4;125;NG12312;1104;
undergcbl;B;Landsbygd svår mark;single;wood;Cu;PVC;50;0,4;190;NG14733;1669;
aercbl;none;Landsbygd svår mark;none;none;Al;PVC;50;0,4;125;NG12312;1104;
PAS;B;Tätort;single;wood;ACSR;PE;62;24;259;NG11032;1057;
PAS;B;Landsbygd svår mark;single;wood;ACSR;PE;62;12;259;NG11032;3057;
overh;B;Landsbygd;single;wood;AlloyAl;undef;62;0,4;420;NG12312;1144,1148,;
overh;B;Tätort;single;wood;AlloyAl;undef;62;0,4;420;NG12312;1148;
overh;none;Landsbygd;none;none;AlloyAl;undef;62;0,4;420;NG12312;1148;
undergcbl;B;Tätort;single;wood;Cu;PVC;70;0,4;240;NG14534;1670;
undergcbl;B;Landsbygd;single;wood;Al;PVC;70;0,4;185;NG14634;1606,1607,;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;70;0,4;240;NG14634;1670;
undergcbl;B;Tätort;single;wood;Al;PVC;70;0,4;185;NG14534;1606;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;2;240;NG14614;1772;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;95;2;240;NG14714;1772;
undergcbl;B;Landsbygd;single;wood;Al;PE;95;2;240;NG14614;1727;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;95;1;300;NG14724;1732;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;1;300;NG14624;1732;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;12;145;NG14624;3075;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;24;145;NG14614;1563;
aercbl;none;Landsbygd;none;none;Al;PEX;95;24;230;NG12103;1003;
undergcbl;B;Landsbygd;single;wood;Cu;undef;95;0;205;;1514;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;95;24;240;NG14714;1600,1545,;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;0;240;NG14614;1742;
undergcbl;B;Tätort;single;wood;Al;PEX;95;12;145;NG14522;3075;
undergcbl;B;Tätort;single;wood;Al;PEX;95;24;145;NG14512;1563;
undergcbl;B;Landsbygd;single;wood;Al;PEX;95;0,4;220;NG14634;1692,3697,1626,;
aercbl;B;Landsbygd;single;wood;Al;PE;95;0,4;220;NG12313;1108;
aercbl;none;Landsbygd;none;none;Al;PE;95;0,4;220;NG12313;1108;
undergcbl;B;Tätort;single;wood;Al;PEX;95;0,4;220;NG14534;3697,1692,;
aercbl;B;Landsbygd svår mark;single;wood;Al;PE;95;0,4;220;NG12313;1108;
undergcbl;B;Landsbygd;single;wood;Al;PVC;95;0,4;221;NG14634;1610,1608,1611,;
aercbl;none;Landsbygd svår mark;none;none;Al;PE;95;0,4;220;NG12313;1108;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;95;0,4;220;NG14734;1692,3697,;
aercbl;none;Tätort;none;none;Al;PE;95;0,4;220;NG12313;1108;
aercbl;B;Tätort;single;wood;Al;PE;95;0,4;220;NG12313;1108;
undergcbl;B;Tätort;single;wood;Al;PVC;95;0,4;221;NG14534;1610,1608,;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;95;0,4;285;NG14634;1671;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PVC;95;0,4;221;NG14734;1608;
PAS;B;Tätort;single;wood;ACSR;PE;99;12;348;NG11033;3058;
overh;B;Landsbygd;single;wood;ACSR;undef;99;12;330;NG11013;3122;
PAS;B;Tätort;single;wood;ACSR;PE;99;24;348;NG11033;1058;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;99;0,4;600;NG12313;1149;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PVC;120;0,4;255;NG14734;1612;
undergcbl;B;Landsbygd;single;wood;Al;PVC;120;0,4;255;NG14634;1612;
undergcbl;B;Landsbygd;single;wood;Cu;PVC;120;0,4;325;NG14634;1672;
undergcbl;B;Tätort;single;wood;Al;PEX;150;1;500;NG14523;3204;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;2;310;NG14615;1773;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;3;330;NG14615;1624;
undergcbl;none;Landsbygd;none;none;Al;PEX;150;3;330;NG14615;1624;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;2;310;NG14715;1773;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;24;310;NG14615;1535,1540,;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;12;360;NG14625;3532;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;150;24;310;NG14715;1540;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;24;370;NG14615;1519;
undergcbl;B;Landsbygd;single;wood;Al;PEX;150;0,4;290;NG14635;3698,1693,;
undergcbl;B;Landsbygd;single;wood;Al;PVC;150;0,4;290;NG14635;1614;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;150;0,4;290;NG14735;1693;
undergcbl;B;Tätort;single;wood;Cu;PVC;150;0,4;370;NG14535;1673;
undergcbl;B;Tätort;single;wood;Al;PEX;150;0,4;290;NG14535;1627;
overh;B;Landsbygd;single;wood;AlloyAl;undef;157;24;395;NG11014;1062;
overh;B;Tätort;single;wood;AlloyAl;undef;234;52;370;R-NR-LL-2-3;21007;
undergcbl;B;Landsbygd;single;wood;AlloyAl;PEX;240;2;490;NG14616;1774;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;0;190;NG14616;1724;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;4;0;R-NR-JK-1-3;21511;
undergcbl;B;Landsbygd svår mark;single;wood;Al;PEX;240;52;0;R-NR-JK-2-23;21510;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;24;490;NG14616;1696;
undergcbl;B;Landsbygd;single;wood;Al;PEX;240;0,4;375;NG14636;1694;
undergcbl;B;Landsbygd;single;wood;Al;PVC;240;0,4;375;NG14636;1619;
PAS;B;Landsbygd svår mark;single;wood;AlloyAl;PE;241;24;560;NG11035;1068;
overh;B;Landsbygd;single;wood;AlloyAl;undef;329;52;620;R-NR-LL-2-4;21015;
overh;B;Landsbygd svår mark;single;wood;AlloyAl;undef;329;52;620;R-NR-LL-2-4;21015;
overh;none;Landsbygd;none;none;AlloyAl;undef;329;52;620;R-NR-LL-2-4;21015;
overh;none;Landsbygd;none;none;AlloyAl;undef;329;52;755;R-NR-LL-2-4;21014;
overh;B;Landsbygd;single;wood;AlloyAl;undef;329;52;755;R-NR-LL-2-4;21014;
undergcbl;none;Landsbygd;none;none;Al;PEX;500;3;570;R-NR-JK-2-16;21513;
undergcbl;none;Tätort;none;none;Al;PEX;500;12;755;L-NR-KT-1-2;3550;
overh;none;Landsbygd;none;none;ACSR;undef;19;24;95;NG11012;1033;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;329;52;620;R-NR-LL-2-4;21015;
aercbl;none;Landsbygd;none;none;Cu;PEX;10;12;96;NG12201;3000;
PAS;none;Tätort;none;none;ACSR;PE;99;24;348;NG11033;1058;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;50;24;215;NG14713;1593;
undergcbl;none;Landsbygd svår mark;none;none;Cu;PEX;50;12;215;NG14723;3593;
PAS;none;Landsbygd svår mark;none;none;AlloyAl;PE;241;24;560;NG11035;1068;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;24;10;NG14614;1557;
PAS;none;Tätort;none;none;ACSR;PE;62;24;259;NG11032;1057;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;2;170;NG14713;1721;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;2;400;NG14616;1724;
overh;none;Tätort;none;none;ACSR;undef;31;12;130;NG11012;3035;
undergcbl;none;Landsbygd svår mark;none;none;AlloyAl;PEX;50;2;170;NG14713;1741;
undergcbl;none;Landsbygd;none;none;AlloyAl;PEX;50;2;170;NG14613;1741;
overh;none;Landsbygd;none;none;AlloyAl;undef;157;24;395;NG11014;1062;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;1;0;NG14623;1761;
PAS;none;Tätort;none;none;AlloyAl;PE;157;24;395;NG11034;1067;
undergcbl;none;Landsbygd;none;none;Al;PEX;50;2;0;NG14613;1792;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;2;0;NG14713;1792,1706,;
undergcbl;none;Landsbygd svår mark;none;none;Al;PE;95;2;240;NG14714;1727;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;3;330;NG14715;1624;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;157;52;290;R-NR-LL-2-2;21006;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;2;0;NG14616;1709;
undergcbl;none;Landsbygd;none;none;Al;PEX;240;1;0;NG14626;1705;
undergcbl;none;Tätort;none;none;Al;PEX;95;1;300;NG14522;1762;
